Tabella;CAMPO_NDP;CAMPO_TCR
clcri_voce;DESCRIZIONE_VOCE;DESCRIZIONE_VOCE
clcri_voce;FLAG_CALCOLO_CMOR;FLAG_CALCOLO_CMOR
clcri_voce;FLG_LASTSNAP;FLAG_ULTIMO_RECORD_VALIDO
clcri_voce;MODALITA_DI_FATTURAZIONE;MODALITA_DI_FATTURAZIONE
clcri_voce;PK_CLCRI_VOCE;PK_CLCRI_VOCE
clcri_voce;PK_ID_VOCE;ID_VOCE
clcri_voce;SYSTEMDATE;DG_LAST_MODIFY
clcri_voce;dat_endDate;dat_endDate
clcri_voce;dat_startDate;dat_startDate
clcri_voce;dat_systemUpdateDate;dat_systemUpdateDate
clcri_voce;flg_lastSnap;FLAG_ULTIMO_RECORD_VALIDO
clcri_voce;systemDate;DG_LAST_MODIFY
