codice_contabilita|partita_iva|commodity|fornitore|anno_comp|mese_comp|data_emissione|data_scadenza|flg_presenza_scadenza|provenienza|volume|importo
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|11|2022-02-05 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|91.689|4.6293442622951
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|10|2022-02-04 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|-171.196|-6.9884782608696
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2015|06|2022-02-04 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|-77.705|-8.5726229508197
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2015|04|2022-02-04 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|12|1.32
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2015|07|2022-02-04 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|-80|-9
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|12|2022-02-04 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|-171.196|-6.9884782608696
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2014|09|2022-02-04 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|12|1.23
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2014|12|2022-02-04 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|12.804|1.3545652173913
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2015|02|2022-02-04 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|11.511|1.2537777777778
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2014|11|2022-02-04 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|12.391|1.3108695652174
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2016|10|2022-02-04 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|-171.196|-19.238260869565
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2016|12|2022-02-04 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|-171.196|-19.238260869565
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2015|10|2022-02-04 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|-171.196|-20.420652173913
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2015|05|2022-02-04 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|-80.295|-8.8573770491803
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2015|08|2022-02-04 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|-80|-9
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2015|01|2022-02-04 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|12.744|1.3881111111111
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2015|03|2022-02-04 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|12.744|1.3881111111111
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2016|06|2022-02-04 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|-165.802|-18.534725274725
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2016|04|2022-02-04 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|-165.802|-18.534725274725
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2014|10|2022-02-04 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|12.804|1.3545652173913
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2015|09|2022-02-04 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|-78|-8.77
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2015|12|2022-02-04 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|-171.196|-20.420652173913
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2016|01|2022-02-04 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|-171.055|-19.176263736264
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|11|2022-02-04 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|-165.609|-6.7530434782609
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2016|02|2022-02-04 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|-159.89|-18.007472527473
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2016|05|2022-02-04 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|-171.396|-19.150549450549
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2016|03|2022-02-04 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|-171.055|-19.176263736264
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2016|09|2022-02-04 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|-165.609|-18.46652173913
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|07|2022-02-04 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|-171.041|-6.8253278688525
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|09|2022-02-04 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|-165.459|-6.5996721311475
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|01|2022-02-04 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|-171.256|-7.0887777777778
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|02|2022-02-04 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|-154.489|-6.4024444444444
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2016|08|2022-02-04 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|-171.196|-19.081739130435
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2016|04|2022-02-02 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|2263|188.76
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2016|07|2022-02-02 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|2437|203.03
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|08|2022-02-05 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|94|4.65
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2016|12|2022-02-05 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|7.591|0.39764975845411
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2016|11|2022-02-05 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|-0.783|-0.038188405797102
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2016|10|2022-02-05 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|-0.809|-0.039461352657005
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|06|2022-02-05 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|118|5.39
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2016|09|2022-02-05 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|-0.984|-0.044262295081967
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2016|08|2022-02-05 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|-1.016|-0.045737704918033
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|01|2022-02-05 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|158.011|7.103
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|04|2022-02-05 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|154.131|6.6516393442623
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|05|2022-02-05 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|159.869|6.9083606557377
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|02|2022-02-05 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|142.978|6.444
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|09|2022-02-05 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|90|4.47
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|07|2022-02-05 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|94|4.65
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|10|2022-02-05 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|94.311|4.7506557377049
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|12|2022-02-05 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|93|4.71
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2018|01|2022-02-05 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|94.966|5.123220338983
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2018|02|2022-02-05 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|86.034|4.646779661017
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2019|03|2022-02-23 00:00:00|2022-03-28 00:00:00|PRESENTE|AcuPhi|-15.098|-0.958
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2020|01|2022-02-22 00:00:00|2022-03-28 00:00:00|PRESENTE|AcuPhi|-158.912|33.641318681319
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2019|10|2022-02-22 00:00:00|2022-03-28 00:00:00|PRESENTE|AcuPhi|-64.645|42.838604118993
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2016|07|2022-02-18 00:00:00|2022-03-28 00:00:00|PRESENTE|AcuPhi|-163.37|-4.3832608695652
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2016|11|2022-02-18 00:00:00|2022-03-28 00:00:00|PRESENTE|AcuPhi|-373.771|-34.059023521026
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2014|10|2022-02-18 00:00:00|2022-03-28 00:00:00|PRESENTE|AcuPhi|24.304|3.0782608695652
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2014|02|2022-02-18 00:00:00|2022-03-28 00:00:00|PRESENTE|AcuPhi|90.054|8.811054613936
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2014|03|2022-02-18 00:00:00|2022-03-28 00:00:00|PRESENTE|AcuPhi|100.846|9.7861676082863
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|05|2022-02-28 00:00:00|2022-04-11 00:00:00|PRESENTE|AcuPhi|-118.32|-7.515
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2019|11|2022-02-22 00:00:00|2022-03-28 00:00:00|PRESENTE|AcuPhi|-131.464|34.99370975467
304348|02066710605|EE|AMEA S.p.A.|2021|10|2022-02-11 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|134.793|-152.05013384478
304348|02066710605|EE|AMEA S.p.A.|2021|11|2022-02-11 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|134.155|-147.20294285349
304348|02066710605|EE|AMEA S.p.A.|2021|09|2022-02-11 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|111.862|10.74213323121
304348|02066710605|EE|AMEA S.p.A.|2021|12|2022-02-11 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|65.53|-152.62570761528
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2019|12|2022-02-22 00:00:00|2022-03-28 00:00:00|PRESENTE|AcuPhi|-138.895|36.167686126337
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2019|04|2022-02-18 00:00:00|2022-03-28 00:00:00|PRESENTE|AcuPhi|-158.236|27.789031886147
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2019|02|2022-02-22 00:00:00|2022-03-28 00:00:00|PRESENTE|AcuPhi|-30.601|39.373555555556
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2019|03|2022-02-22 00:00:00|2022-03-28 00:00:00|PRESENTE|AcuPhi|-27.202|44.098222222222
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2019|02|2022-02-21 00:00:00|2022-03-28 00:00:00|PRESENTE|AcuPhi|208.32|14.738945386064
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2019|01|2022-02-18 00:00:00|2022-03-28 00:00:00|PRESENTE|AcuPhi|-290.245|2.5238888888889
304348|02066710605|EE|AMEA S.p.A.|2021|06|2022-02-11 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|-0.334|111.18230105538
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2019|03|2022-02-28 00:00:00|2022-04-11 00:00:00|PRESENTE|AcuPhi|-256.134|-14.180222222222
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2018|12|2022-02-28 00:00:00|2022-04-11 00:00:00|PRESENTE|AcuPhi|-224.922|-10.602132929437
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2016|06|2022-02-28 00:00:00|2022-04-11 00:00:00|PRESENTE|AcuPhi|-771.681|-73.506263736264
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2018|11|2022-02-28 00:00:00|2022-04-11 00:00:00|PRESENTE|AcuPhi|215.843|12.771478973628
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2016|03|2022-02-28 00:00:00|2022-04-11 00:00:00|PRESENTE|AcuPhi|-794.297|-75.754725274725
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2018|08|2022-02-28 00:00:00|2022-04-11 00:00:00|PRESENTE|AcuPhi|98.717|1.9603260869565
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2019|07|2022-02-22 00:00:00|2022-03-28 00:00:00|PRESENTE|AcuPhi|-79.599|39.97402173913
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2019|01|2022-02-22 00:00:00|2022-03-28 00:00:00|PRESENTE|AcuPhi|-7.202|45.398222222222
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2019|05|2022-02-18 00:00:00|2022-03-28 00:00:00|PRESENTE|AcuPhi|-216.674|25.521542785084
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2019|04|2022-02-28 00:00:00|2022-04-11 00:00:00|PRESENTE|AcuPhi|-184.657|-11.530958385876
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2016|09|2022-02-28 00:00:00|2022-04-11 00:00:00|PRESENTE|AcuPhi|-771.043|-73.312391304348
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2018|03|2022-02-28 00:00:00|2022-04-11 00:00:00|PRESENTE|AcuPhi|-8.585|-0.7387043314501
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2019|02|2022-02-23 00:00:00|2022-03-28 00:00:00|PRESENTE|AcuPhi|-15.799|-0.844
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|06|2022-02-28 00:00:00|2022-04-11 00:00:00|PRESENTE|AcuPhi|-115.967|-7.3819672131148
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2016|04|2022-02-28 00:00:00|2022-04-11 00:00:00|PRESENTE|AcuPhi|-771.681|-73.426263736264
304348|02066710605|EE|AMEA S.p.A.|2019|04|2022-02-11 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|0.17800000000001|0.43671970751366
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2018|10|2022-02-28 00:00:00|2022-04-11 00:00:00|PRESENTE|AcuPhi|390.078|20.060653955809
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2016|12|2022-02-28 00:00:00|2022-04-11 00:00:00|PRESENTE|AcuPhi|-1272.316|-120.48652173913
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2019|02|2022-02-28 00:00:00|2022-04-11 00:00:00|PRESENTE|AcuPhi|-239.802|-13.289725047081
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2019|01|2022-02-28 00:00:00|2022-04-11 00:00:00|PRESENTE|AcuPhi|-264.066|-14.470052730697
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|03|2022-02-28 00:00:00|2022-04-11 00:00:00|PRESENTE|AcuPhi|-114.967|-7.628
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2016|07|2022-02-28 00:00:00|2022-04-11 00:00:00|PRESENTE|AcuPhi|-794.979|-75.598804347826
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2016|11|2022-02-28 00:00:00|2022-04-11 00:00:00|PRESENTE|AcuPhi|-771.369|-74.016956521739
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2016|08|2022-02-28 00:00:00|2022-04-11 00:00:00|PRESENTE|AcuPhi|-794.979|-75.598804347826
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|02|2022-02-28 00:00:00|2022-04-11 00:00:00|PRESENTE|AcuPhi|-114.068|-7.674
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2016|10|2022-02-28 00:00:00|2022-04-11 00:00:00|PRESENTE|AcuPhi|-114.316|-76.37652173913
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2016|05|2022-02-28 00:00:00|2022-04-11 00:00:00|PRESENTE|AcuPhi|-796.637|-75.857472527473
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2018|04|2022-02-28 00:00:00|2022-04-11 00:00:00|PRESENTE|AcuPhi|-21.714|-1.7710989010989
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2016|01|2022-02-28 00:00:00|2022-04-11 00:00:00|PRESENTE|AcuPhi|-796.297|-75.894725274725
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2020|02|2022-02-22 00:00:00|2022-03-28 00:00:00|PRESENTE|AcuPhi|-14.46|36.861529304029
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2019|05|2022-02-22 00:00:00|2022-03-28 00:00:00|PRESENTE|AcuPhi|-36.428|43.457912087912
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2019|03|2022-02-21 00:00:00|2022-03-28 00:00:00|PRESENTE|AcuPhi|449.433|28.366544256121
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2013|05|2022-02-18 00:00:00|2022-03-28 00:00:00|PRESENTE|AcuPhi|109.747|9.4175824175824
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2015|01|2022-02-18 00:00:00|2022-03-28 00:00:00|PRESENTE|AcuPhi|23.9|3.1006666666667
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2015|06|2022-02-18 00:00:00|2022-03-28 00:00:00|PRESENTE|AcuPhi|24.692|3.2032967032967
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2015|02|2022-02-18 00:00:00|2022-03-28 00:00:00|PRESENTE|AcuPhi|22.2|2.8586666666667
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2016|06|2022-02-18 00:00:00|2022-03-28 00:00:00|PRESENTE|AcuPhi|-153.735|-3.6988722752657
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2018|06|2022-02-28 00:00:00|2022-04-11 00:00:00|PRESENTE|AcuPhi|-13.583|-1.1396234912628
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2018|05|2022-02-28 00:00:00|2022-04-11 00:00:00|PRESENTE|AcuPhi|-14.702|-1.2392776076383
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2018|07|2022-02-28 00:00:00|2022-04-11 00:00:00|PRESENTE|AcuPhi|-13.283|-1.2496739130435
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|12|2022-02-28 00:00:00|2022-04-11 00:00:00|PRESENTE|AcuPhi|-77.283|-4.913152173913
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2016|02|2022-02-28 00:00:00|2022-04-11 00:00:00|PRESENTE|AcuPhi|-745.406|-71.750549450549
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2016|08|2022-02-18 00:00:00|2022-03-28 00:00:00|PRESENTE|AcuPhi|-153.37|-3.0132608695652
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2016|09|2022-02-18 00:00:00|2022-03-28 00:00:00|PRESENTE|AcuPhi|-135.263|-0.86347826086958
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2018|01|2022-02-28 00:00:00|2022-04-11 00:00:00|PRESENTE|AcuPhi|-74.178|-4.9331111111111
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|07|2022-02-28 00:00:00|2022-04-11 00:00:00|PRESENTE|AcuPhi|-117.033|-7.4530327868852
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2018|02|2022-02-28 00:00:00|2022-04-11 00:00:00|PRESENTE|AcuPhi|-11.238|-0.9281845574388
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|04|2022-02-28 00:00:00|2022-04-11 00:00:00|PRESENTE|AcuPhi|-116.18|-7.38
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2018|06|2022-02-25 00:00:00|2022-04-11 00:00:00|PRESENTE|AcuPhi|859.962|167.28592577234
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2018|07|2022-02-25 00:00:00|2022-04-11 00:00:00|PRESENTE|AcuPhi|1174.769|179.12004576659
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2018|05|2022-02-25 00:00:00|2022-04-11 00:00:00|PRESENTE|AcuPhi|544.986|148.57171789547
304348|02066710605|EE|AMEA S.p.A.|2021|07|2022-02-11 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|1.1530000000001|-18.051302181219
304348|02066710605|EE|AMEA S.p.A.|2021|08|2022-02-11 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|0.94800000000002|-10.657509701252
304348|02066710605|EE|AMEA S.p.A.|2021|05|2022-02-11 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|0.087000000000055|96.944102021429
304348|02066710605|EE|AMEA S.p.A.|2019|05|2022-02-11 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|0.18500000000001|0.45127703109745
158076|00605750603|EE|Comune di Villa Latina|2021|10|2022-02-08 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|-0.099|-0.19494505494505
158076|00605750603|EE|Comune di Villa Latina|2021|09|2022-02-08 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|-0.451|0.37747252747253
158076|00605750603|EE|Comune di Villa Latina|2021|11|2022-02-08 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|0.549|-0.18252747252747
158076|00605750603|EE|Comune di Villa Latina|2021|10|2022-02-07 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|-0.328|-0.30803278688525
158076|00605750603|EE|Comune di Villa Latina|2021|09|2022-02-07 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|-0.672|0.26803278688525
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2009|01|2022-02-28 00:00:00|2022-04-11 00:00:00|PRESENTE|AcuPhi|-38.922|0
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2009|02|2022-02-28 00:00:00|2022-04-11 00:00:00|PRESENTE|AcuPhi|-35.156|0
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2020|04|2022-02-22 00:00:00|2022-03-28 00:00:00|PRESENTE|AcuPhi|16.342|41.101318681319
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2015|06|2022-02-28 00:00:00|2022-04-11 00:00:00|PRESENTE|AcuPhi|-696.714|-64.171868131868
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2020|03|2022-02-22 00:00:00|2022-03-28 00:00:00|PRESENTE|AcuPhi|-2.629|41.487152014652
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2020|05|2022-02-22 00:00:00|2022-03-28 00:00:00|PRESENTE|AcuPhi|-0.68200000000002|41.587362637363
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2020|06|2022-02-22 00:00:00|2022-03-28 00:00:00|PRESENTE|AcuPhi|23.342|41.451318681319
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2020|10|2022-02-22 00:00:00|2022-03-28 00:00:00|PRESENTE|AcuPhi|-191.154|32.011097647897
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2020|09|2022-02-22 00:00:00|2022-03-28 00:00:00|PRESENTE|AcuPhi|-179|31.3
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2012|11|2022-02-28 00:00:00|2022-04-11 00:00:00|PRESENTE|AcuPhi|15|0.72
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2009|03|2022-02-28 00:00:00|2022-04-11 00:00:00|PRESENTE|AcuPhi|-38.922|0
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2019|06|2022-02-22 00:00:00|2022-03-28 00:00:00|PRESENTE|AcuPhi|-49.286|41.216043956044
304348|02066710605|EE|AMEA S.p.A.|2020|08|2022-02-11 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|-0.253|1.7283566618492
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2012|12|2022-02-28 00:00:00|2022-04-11 00:00:00|PRESENTE|AcuPhi|16|0.76
304348|02066710605|EE|AMEA S.p.A.|2020|11|2022-02-11 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|-0.18900000000001|16.540390334422
304348|02066710605|EE|AMEA S.p.A.|2020|12|2022-02-11 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|0.579|20.154533195134
304348|02066710605|EE|AMEA S.p.A.|2021|02|2022-02-11 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|-1.352|56.349752215655
304348|02066710605|EE|AMEA S.p.A.|2021|03|2022-02-11 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|1.591|86.937736606031
304348|02066710605|EE|AMEA S.p.A.|2021|01|2022-02-11 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|0.579|21.234533195134
304348|02066710605|EE|AMEA S.p.A.|2021|04|2022-02-11 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|-2.386|89.505977479305
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2013|01|2022-02-28 00:00:00|2022-04-11 00:00:00|PRESENTE|AcuPhi|16|0.83
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2013|03|2022-02-28 00:00:00|2022-04-11 00:00:00|PRESENTE|AcuPhi|15|0.78
304637|01210690432|EE|Azienda Specializzata Settore Multiservizi S.p.A.|2021|10|2022-02-24 00:00:00|2022-04-11 00:00:00|PRESENTE|AcuPhi|99.559|0.92775546675547
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2014|03|2022-02-28 00:00:00|2022-04-11 00:00:00|PRESENTE|AcuPhi|-25|-1.15
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2014|10|2022-02-28 00:00:00|2022-04-11 00:00:00|PRESENTE|AcuPhi|-42.283|-3.0976086956522
304348|02066710605|EE|AMEA S.p.A.|2020|02|2022-02-11 00:00:00|2022-03-14 00:00:00|PRESENTE|AcuPhi|-0.652|1.5370781348456
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2016|12|2022-02-25 00:00:00|2022-04-11 00:00:00|PRESENTE|AcuPhi|-1.141|91.8525
