codice_contabilita|partita_iva|commodity|fornitore|anno_comp|mese_comp|data_emissione|data_scadenza|flg_presenza_scadenza|provenienza|volume|importo
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|05|2022-01-08 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|285.379|14.105827178286
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2014|08|2022-01-08 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|118.314|9.5562401995723
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2014|09|2022-01-08 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|114.305|9.2557163221668
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2019|09|2022-01-10 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|315.319|21.267369921597
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2019|05|2022-01-11 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|-41.638|-2.5559340659341
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2016|11|2022-01-07 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|-187.544|-3.8619565217391
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2015|03|2022-01-07 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|116.867|12.716222222222
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2015|01|2022-01-07 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|116.867|12.716222222222
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2015|02|2022-01-07 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|106.267|11.567555555556
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2014|12|2022-01-07 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|116.957|12.368369565217
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2015|11|2022-01-07 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|-30.913|-4.090652173913
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2015|10|2022-01-07 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|-32.043|-4.2346739130435
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2015|07|2022-01-07 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|117|13.155
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2016|05|2022-01-07 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|-32.088|-3.987032967033
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2020|02|2022-01-10 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|438.445|23.17489010989
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2015|09|2022-01-07 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|112|12.6
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2020|03|2022-01-10 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|339.267|18.381483516484
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2014|03|2022-01-07 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|116.867|11.526555555556
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2014|02|2022-01-07 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|106.267|10.476888888889
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2015|04|2022-01-07 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|112.044|12.364285714286
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2015|08|2022-01-07 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|117|13.155
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2015|06|2022-01-07 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|112.044|12.364285714286
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2015|05|2022-01-07 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|116.912|12.901428571429
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2014|08|2022-01-07 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|116.957|11.99652173913
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2014|07|2022-01-07 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|116.957|11.99652173913
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2014|10|2022-01-07 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|116.957|12.368369565217
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|06|2022-01-07 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|-79.689|-1.9609836065574
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2014|01|2022-01-07 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|116.867|11.526555555556
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2019|01|2022-01-11 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|-57.355|-3.8002222222222
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2019|12|2022-01-10 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|339.609|19.997427365989
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|01|2022-01-10 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|403.254|23.027
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2016|12|2022-01-10 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|366.543|32.873043478261
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2019|04|2022-01-11 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|-29.681|-1.967032967033
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2019|06|2022-01-09 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|144.058|2.1894665830585
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2019|02|2022-01-07 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|36.911|-2.2484444444444
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2019|01|2022-01-07 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|36.544|-2.4107777777778
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|03|2022-01-07 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|128.644|-2.1138888888889
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2018|03|2022-01-07 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|108.491|-2.2608888888889
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2018|01|2022-01-07 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|35.644|-2.2608888888889
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2018|10|2022-01-07 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|40.076|-2.0204347826087
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2016|11|2022-01-10 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|320.338|29.572273699216
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2016|09|2022-01-07 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|-155.492|-3.8321739130435
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2016|07|2022-01-07 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|-32.043|-3.9739130434783
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|04|2022-01-07 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|60.869|-2.0431147540984
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|10|2022-01-07 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|14.772|-2.0663043478261
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|08|2022-01-07 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|-1.996|-2.0240163934426
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|09|2022-01-07 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|-22.32|-1.9609836065574
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|07|2022-01-07 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|-188.996|-2.0240163934426
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2018|03|2022-01-10 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|280.729|16.326572975518
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2018|02|2022-01-10 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|256.067|15.294315913371
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2018|04|2022-01-07 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|79.923|-2.3296703296703
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2015|12|2022-01-07 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|-32.043|-4.2346739130435
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|02|2022-01-07 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|115.711|-1.9022222222222
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|11|2022-01-07 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|34.456|-1.9973913043478
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2016|08|2022-01-07 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|-66.464|-7.9039130434783
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2016|04|2022-01-07 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|-30.956|-3.8464835164835
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2016|02|2022-01-07 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|-29.505|-3.7567032967033
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2016|03|2022-01-07 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|-31.747|-3.9616483516483
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2016|06|2022-01-07 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|-30.956|-3.8464835164835
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2016|10|2022-01-07 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|-252.228|-3.9990217391304
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2016|12|2022-01-07 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|-210.228|-3.9990217391304
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2014|06|2022-01-07 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|112.044|11.421208791209
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|01|2022-01-07 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|-24.356|-2.1138888888889
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|05|2022-01-07 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|70.131|-2.0468852459016
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2014|05|2022-01-07 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|116.912|11.917582417582
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2014|04|2022-01-07 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|112.044|11.421208791209
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2018|05|2022-01-07 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|48.153|-2.4006593406593
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2018|08|2022-01-07 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|43.076|-1.9604347826087
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2018|12|2022-01-07 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|41.076|-2.0204347826087
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2018|11|2022-01-07 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|37.847|-1.9591304347826
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2016|01|2022-01-07 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|-31.747|-3.9616483516483
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2018|05|2022-01-10 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|264.592|15.916813186813
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2019|05|2022-01-12 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|-17.022|-1.0323076923077
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2018|07|2022-01-11 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|-75.565|-1.1158695652174
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2018|11|2022-01-11 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|8.13|0.44173913043478
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2018|09|2022-01-11 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|-69.87|-1.5582608695652
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|07|2022-01-18 00:00:00|2022-02-25 00:00:00|PRESENTE|AcuPhi|-630.238|-59.639893003172
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2018|03|2022-01-09 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|-3.866|1.7839249601622
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2018|04|2022-01-09 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|14.166|2.5286813186813
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2018|03|2022-01-20 00:00:00|2022-02-25 00:00:00|PRESENTE|AcuPhi|-12.288|2.6854237288136
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|10|2022-01-18 00:00:00|2022-02-25 00:00:00|PRESENTE|AcuPhi|103.788|-6.6127120456165
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|03|2022-01-18 00:00:00|2022-02-25 00:00:00|PRESENTE|AcuPhi|96.044|-7.1312222222222
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2018|02|2022-01-08 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|23.954|-1.8122222222222
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2016|12|2022-01-08 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|27.967|-9.4387188168211
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|08|2022-01-08 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|-18.081|-1.1046448087432
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2016|11|2022-01-08 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|163.836|7.8431753385602
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|02|2022-01-08 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|97.23|2.2429152542373
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2018|10|2022-01-10 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|225.137|12.600338560228
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2018|04|2022-01-10 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|285.703|17.166593406593
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2018|01|2022-01-08 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|29.52|-1.8188888888889
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|09|2022-01-10 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|284.532|18.47793635487
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|06|2022-01-10 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|257.454|16.920289296046
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2018|07|2022-01-10 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|155.303|8.2267391304348
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|10|2022-01-10 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|293.638|19.143390947969
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2018|08|2022-01-10 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|187.369|10.155755523877
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2018|01|2022-01-10 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|275.198|16.649111111111
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|08|2022-01-10 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|236.803|15.601965605914
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|12|2022-01-10 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|274.064|18.219456521739
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|05|2022-01-10 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|471.754|25.731555769849
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|07|2022-01-10 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|226.803|14.951965605914
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2019|07|2022-01-12 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|-16.011|-1.133152173913
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2019|06|2022-01-12 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|-22.989|-1.6238461538462
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2018|05|2022-01-11 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|62.35|4.1260346036942
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2018|06|2022-01-11 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|-32.526|-0.44482581248539
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2019|03|2022-01-11 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|-6.202|-0.4993747645951
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2018|08|2022-01-11 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|-31.565|-0.09586956521739
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2018|12|2022-01-11 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|-2.565|-0.34586956521739
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2018|10|2022-01-11 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|33.435|1.5941304347826
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|08|2022-01-09 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|154.499|6.8877916369684
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2018|02|2022-01-09 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|-11.968|1.0758528176155
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|11|2022-01-09 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|-89.857|-3.1679365645046
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2018|01|2022-01-09 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|-224.167|-12.619777777778
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2018|06|2022-01-09 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|154.166|11.128681318681
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2018|05|2022-01-09 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|26.67|3.0626373626374
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2019|02|2022-01-09 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|-2.1279999999999|-6.6403691148776
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2019|01|2022-01-09 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|2.443|-6.3642222222222
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2018|10|2022-01-09 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|373.032|15.941739130435
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2019|03|2022-01-09 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|-12.32|-7.3654086629002
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2019|05|2022-01-09 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|359.006|19.675422626093
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|12|2022-01-09 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|-154.319|-7.3008677833215
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2019|04|2022-01-09 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|263.937|14.395110790848
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|07|2022-01-09 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|67.04|2.941070325493
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|05|2022-01-09 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|-0.492|-0.013060109289617
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|04|2022-01-09 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|-0.508|-0.013606557377049
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|09|2022-01-09 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|9.967|1.8914112615823
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|10|2022-01-09 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|-0.82699999999997|1.5688043478261
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2018|12|2022-01-09 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|38.048|-3.4177690662865
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2018|08|2022-01-09 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|336.638|12.4054032891
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2018|09|2022-01-09 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|293.81|11.128454795903
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2018|07|2022-01-09 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|159.548|7.7661419149976
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2018|11|2022-01-09 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|259.916|10.476029935852
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|06|2022-01-09 00:00:00|2022-02-14 00:00:00|PRESENTE|AcuPhi|-1.508|-0.053606557377049
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2016|12|2022-01-17 00:00:00|2022-02-25 00:00:00|PRESENTE|AcuPhi|1315.739|212.67782608696
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2015|09|2022-01-17 00:00:00|2022-02-25 00:00:00|PRESENTE|AcuPhi|-182|-15.57
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2018|03|2022-01-18 00:00:00|2022-02-25 00:00:00|PRESENTE|AcuPhi|104.5|-4.3376666666667
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2018|02|2022-01-18 00:00:00|2022-02-25 00:00:00|PRESENTE|AcuPhi|94.152|-3.9865310734463
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2015|05|2022-01-17 00:00:00|2022-02-25 00:00:00|PRESENTE|AcuPhi|1.044|0.09032967032967
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|01|2022-01-17 00:00:00|2022-02-25 00:00:00|PRESENTE|AcuPhi|1305.065|87.045807909605
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|04|2022-01-17 00:00:00|2022-02-25 00:00:00|PRESENTE|AcuPhi|1295.969|83.289511411122
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|03|2022-01-17 00:00:00|2022-02-25 00:00:00|PRESENTE|AcuPhi|1261.488|84.030214689266
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2015|01|2022-01-17 00:00:00|2022-02-25 00:00:00|PRESENTE|AcuPhi|0|0
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|09|2022-01-20 00:00:00|2022-02-25 00:00:00|PRESENTE|AcuPhi|-10.789|2.2101732893799
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2016|09|2022-01-17 00:00:00|2022-02-25 00:00:00|PRESENTE|AcuPhi|1226.522|197.62630434783
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|06|2022-01-18 00:00:00|2022-02-25 00:00:00|PRESENTE|AcuPhi|-297.593|-33.631831938553
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|05|2022-01-18 00:00:00|2022-02-25 00:00:00|PRESENTE|AcuPhi|-228.69|-31.095794642516
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|11|2022-01-18 00:00:00|2022-02-25 00:00:00|PRESENTE|AcuPhi|101.375|-6.3635923022095
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|09|2022-01-18 00:00:00|2022-02-25 00:00:00|PRESENTE|AcuPhi|116.061|-4.5229508196721
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2015|07|2022-01-17 00:00:00|2022-02-25 00:00:00|PRESENTE|AcuPhi|16|1.365
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2014|11|2022-01-17 00:00:00|2022-02-25 00:00:00|PRESENTE|AcuPhi|0|0
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2016|10|2022-01-17 00:00:00|2022-02-25 00:00:00|PRESENTE|AcuPhi|1295.739|209.62782608696
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|02|2022-01-17 00:00:00|2022-02-25 00:00:00|PRESENTE|AcuPhi|1147.448|76.46397740113
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2015|10|2022-01-17 00:00:00|2022-02-25 00:00:00|PRESENTE|AcuPhi|-202|-16.75
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2015|12|2022-01-17 00:00:00|2022-02-25 00:00:00|PRESENTE|AcuPhi|-185.754|-16.563114754098
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2016|08|2022-01-17 00:00:00|2022-02-25 00:00:00|PRESENTE|AcuPhi|1288.739|207.03684782609
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2016|01|2022-01-17 00:00:00|2022-02-25 00:00:00|PRESENTE|AcuPhi|-189|-15.74
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2017|05|2022-01-17 00:00:00|2022-02-25 00:00:00|PRESENTE|AcuPhi|1354.93|87.091695348005
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2018|01|2022-01-17 00:00:00|2022-02-25 00:00:00|PRESENTE|AcuPhi|1576.089|115.69311111111
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2018|01|2022-01-18 00:00:00|2022-02-25 00:00:00|PRESENTE|AcuPhi|102.347|-4.425802259887
