idcampagna;idcontrattorcr;idleg;tradedate;itp_energia_verde;prodotto;scope_details;opzione;flag_definitivo
2012.4;4779;19640;2020-06-10;0;LFRYU01;Reforecasting 2005;;true
2012.4;4782;19706;2019-09-30;0;QFMIC;Reforecasting 1909;;true
2012.4;4782;19706;2019-09-30;0;QFMIC9;Reforecasting 1909;;true
2012.4;4782;19713;2020-01-20;0;QFMIC;Reforecasting 1912;;true
2012.4;4782;19713;2020-01-20;0;QFMIC9;Reforecasting 1912;;true
2012.4;4782;146538;2021-03-25;0;QFMIC;Reforecasting 2103 - REF1;;true
2012.4;4782;146538;2021-03-25;0;QFMIC9;Reforecasting 2103 - REF1;;true
2012.4;4782;146539;2021-03-25;0;QFMIC;Reforecasting 2103 - REF1;;true
2012.4;4782;146539;2021-03-25;0;QFMIC9;Reforecasting 2103 - REF1;;true
2012.4;4794;19941;2020-01-20;0;TCAT11;Reforecasting 1912;;true
2012.4;4797;19973;2019-09-30;0;ATIPA11;Reforecasting 1909;;true
2013.1;4784;19741;2019-06-18;0;QFMIC01;Reforecasting 1905;;true
2013.1;4784;19741;2019-06-18;0;QFMIC;Reforecasting 1905;;true
2013.1;4784;19741;2019-06-18;0;QFMIC10;Reforecasting 1905;;true
2013.1;4787;19771;2020-01-20;0;LFIXGLD02;Reforecasting 1912;;true
2013.1;4787;19775;2020-06-10;0;LFIXGLD02;Reforecasting 2005;;true
2013.1;4788;19789;2019-06-18;0;LLINK09;Reforecasting 1905;;true
2013.1;4790;19839;2019-10-14;0;LECB02;Storno scaduti per 2020.1R;;true
2013.1;4800;20007;2018-10-11;0;SVMIC;REF 1810 - PF;;true
2013.1;4800;20014;2019-02-19;0;SVMIC;Reforecasting 1901;;true
2013.1;4802;20040;2020-01-20;0;LFRE09;Reforecasting 1912;;true
2013.1;4802;20047;2020-06-10;0;LFRE09;Reforecasting 2005;;true
2013.1;4803;20056;2019-09-30;0;LFREGLD09;Reforecasting 1909;;true
2013.1;4803;20064;2020-01-20;0;LFREGLD09;Reforecasting 1912;;true
2013.1;4804;129862;2020-11-12;0;LFRYU02;Reforecasting ott-20;;true
2013.1;4804;146545;2021-03-25;0;LFRYU02;Reforecasting 2103 - REF1;;true
2013.1;4807;20134;2019-09-30;0;SULFI2;Reforecasting 1909;;true
2013.1;4808;20156;2020-06-10;0;AIPPIVA08;Reforecasting 2005;;true
2013.1;4811;20192;2020-01-20;0;TCAT12;Reforecasting 1912;;true
2013.1;4811;20198;2020-06-10;0;TCAT12;Reforecasting 2005;;true
2013.1;4811;20199;2020-06-10;0;TCAT12;Reforecasting 2005;;true
2013.1;4812;20224;2020-06-10;0;ATMIC;Reforecasting 2005;;true
2013.1;4812;20224;2020-06-10;0;ATMIC24;Reforecasting 2005;;true
2013.1;4813;20240;2019-06-18;0;QFPA;Reforecasting 1905;;true
2013.1;4813;20240;2019-06-18;0;QFPA10;Reforecasting 1905;;true
2013.1;4813;20241;2019-09-30;0;QFPA;Reforecasting 1909;;true
2013.1;4813;20241;2019-09-30;0;QFPA10;Reforecasting 1909;;true
2013.1;4813;20242;2019-09-30;0;QFPA;Reforecasting 1909;;true
2013.1;4813;20242;2019-09-30;0;QFPA10;Reforecasting 1909;;true
2013.1;4823;20499;2019-06-12;0;SULFIN2;Reforecasting 1905;;true
2013.2;4814;20268;2019-06-18;0;TCFIX;Reforecasting 1905;;true
2013.2;4816;147134;2021-03-25;0;QFMIC;Reforecasting 2103 - REF1;;true
2013.2;4817;20366;2019-09-30;0;LFIX;Reforecasting 1909;;true
2013.2;4817;20373;2020-01-20;0;LFIX;Reforecasting 1912;;true
2013.2;4818;20401;2020-01-20;0;LECBV;Reforecasting 1912;;true
2013.2;4818;20409;2020-06-10;0;LECBV;Reforecasting 2005;;true
2013.2;4818;147135;2021-03-25;0;LECBV;Reforecasting 2103 - REF1;;true
2013.2;4819;20423;2019-06-18;0;LECB;Reforecasting 1905;;true
2013.2;4819;20432;2020-01-20;0;LECB;Reforecasting 1912;;true
2013.2;4819;147136;2021-03-25;0;LECB;Reforecasting 2103 - REF1;;true
2013.2;4825;20543;2019-06-18;0;LLINK;Reforecasting 1905;;true
2013.2;4826;130699;2020-11-13;0;SULFID;Adjustment Ref ott-20;;true
2013.2;4826;146560;2021-03-25;0;SULFID;Reforecasting 2103 - REF1;;true
2013.2;4827;146562;2021-03-25;0;SULIND;Reforecasting 2103 - REF1;;true
2013.2;4829;20643;2019-06-18;0;SULIN;Reforecasting 1905;;true
2013.2;4829;20650;2020-01-20;0;SULIN;Reforecasting 1912;;true
2013.2;4829;20658;2020-06-10;0;SULIN;Reforecasting 2005;;true
2013.2;4830;20674;2019-09-30;0;QFPA;Reforecasting 1909;;true
2013.2;4830;146563;2021-03-25;0;QFPA;Reforecasting 2103 - REF1;;true
2013.2;4831;20693;2019-09-30;0;ATMAX;Reforecasting 1909;;true
2013.2;4831;20694;2019-09-30;0;ATMAX;Reforecasting 1909;;true
2013.2;4832;20719;2019-09-30;0;TCAT;Reforecasting 1909;;true
2013.2;4834;20784;2020-01-20;0;QFPMI;Reforecasting 1912;;true
2013.2;4838;20885;2020-06-10;0;SULINN;Reforecasting 2005;;true
2013.2;4839;20918;2020-06-10;0;LFRE;Reforecasting 2005;;true
2013.2;4839;20919;2020-06-10;0;LFRE;Reforecasting 2005;;true
2013.2;4839;146569;2021-03-25;0;LFRE;Reforecasting 2103 - REF1;;true
2013.2;4839;146570;2021-03-25;0;LFRE;Reforecasting 2103 - REF1;;true
2013.2;4840;20943;2020-06-10;0;LFREGLD;Reforecasting 2005;;true
2013.2;4841;20960;2020-01-20;0;LFRYU;Reforecasting 1912;;true
2013.2;4841;20968;2020-06-10;0;LFRYU;Reforecasting 2005;;true
2013.2;4841;130706;2020-11-13;0;LFRYU;Adjustment Ref ott-20;;true
2013.2;4841;130707;2020-11-13;0;LFRYU;Adjustment Ref ott-20;;true
2013.2;4842;20985;2020-01-20;0;ATPMI;Reforecasting 1912;;true
2013.2;4842;20992;2020-06-10;0;ATPMI;Reforecasting 2005;;true
2013.2;4843;21016;2019-06-18;0;SULFI;Reforecasting 1905;;true
2013.2;4843;21020;2019-10-14;0;SULFI;Storno scaduti per 2020.1R;;true
2013.2;4843;21025;2020-01-20;0;SULFI;Reforecasting 1912;;true
2013.2;4843;21026;2020-01-20;0;SULFI;Reforecasting 1912;;true
2013.2;4843;21034;2020-06-10;0;SULFI;Reforecasting 2005;;true
2013.3;4835;20816;2020-01-20;0;LECB;Reforecasting 1912;;true
2013.3;4836;20842;2019-10-14;0;LECBV;Storno scaduti per 2020.1R;;true
2013.3;4836;20849;2020-01-20;0;LECBV;Reforecasting 1912;;true
2013.3;4836;147142;2021-03-25;0;LECBV;Reforecasting 2103 - REF1;;true
2013.3;4847;21069;2019-09-30;0;SVPMI;Reforecasting 1909;;true
2013.3;4847;21069;2019-09-30;0;ATPMI;Reforecasting 1909;;true
2013.3;4848;21108;2019-10-14;0;LLINK;Storno scaduti per 2020.1R;;true
2013.3;4852;146579;2021-03-25;0;SULFID;Reforecasting 2103 - REF1;;true
2013.3;4858;129888;2020-11-12;0;LFRE;Reforecasting ott-20;;true
2013.3;4858;130715;2020-11-13;0;LFRE;Adjustment Ref ott-20;;true
2013.3;4865;146588;2021-03-25;0;SVMIC;Reforecasting 2103 - REF1;;true
2013.3;4865;146588;2021-03-25;0;QFMIC;Reforecasting 2103 - REF1;;true
2013.4;4877;146589;2021-03-25;0;CAPL144;Reforecasting 2103 - REF1;;true
2013.4;4877;146589;2021-03-25;0;CAPL;Reforecasting 2103 - REF1;;true
2013.4;4880;129905;2020-11-12;0;SMFXL;Reforecasting ott-20;;true
2013.4;4888;146603;2021-03-25;0;LECBV;Reforecasting 2103 - REF1;;true
2013.4;4889;146604;2021-03-25;0;QFMIC;Reforecasting 2103 - REF1;;true
2014.1;4883;146597;2021-03-25;0;LFRE10;Reforecasting 2103 - REF1;;true
2014.1;5143;23530;2019-06-18;0;LECB;Reforecasting 1905;;true
2014.1;5143;23532;2019-09-30;0;LECB;Reforecasting 1909;;true
2014.1;5144;23558;2019-06-18;0;LECBV;Reforecasting 1905;;true
2014.1;5144;23559;2019-09-30;0;LECBV;Reforecasting 1909;;true
2014.1;5144;23567;2020-01-20;0;LECBV;Reforecasting 1912;;true
2014.1;5237;146663;2021-03-25;0;QFMIC;Reforecasting 2103 - REF1;;true
2014.3;4912;129919;2020-11-12;0;LFRE10;Reforecasting ott-20;;true
2014.3;4912;147159;2021-03-25;0;LFRE10;Reforecasting 2103 - REF1;;true
2014.3;5148;23676;2019-06-18;0;SMINL;Reforecasting 1905;;true
2014.3;5148;23683;2020-01-20;0;SMINL;Reforecasting 1912;;true
2014.3;5148;129978;2020-11-12;0;SMINL;Reforecasting ott-20;;true
2014.3;5148;130783;2020-11-13;0;SMINL;Adjustment Ref ott-20;;true
2014.3;5148;146637;2021-03-25;0;SMINL;Reforecasting 2103 - REF1;;true
2014.3;5149;146639;2021-03-25;0;SMFXL;Reforecasting 2103 - REF1;;true
2014.3;5149;147175;2021-03-25;0;SMFXL;Reforecasting 2103 - REF1;;true
2014.3;5150;23732;2020-01-20;0;ATPMI_PRO14;Reforecasting 1912;;true
2014.3;5152;23761;2020-01-20;0;ATMIC_PRO14;Reforecasting 1912;;true
2014.3;5153;23782;2020-01-20;0;ATMAX;Reforecasting 1912;;true
2014.3;5153;23782;2020-01-20;0;ATMAX_PRO14;Reforecasting 1912;;true
2014.3;5153;23787;2020-06-10;0;ATMAX;Reforecasting 2005;;true
2014.3;5153;23787;2020-06-10;0;ATMAX_PRO14;Reforecasting 2005;;true
2014.3;5153;23788;2020-06-10;0;ATMAX;Reforecasting 2005;;true
2014.3;5153;23788;2020-06-10;0;ATMAX_PRO14;Reforecasting 2005;;true
2014.3;5160;23912;2019-06-18;0;TCFIX;Reforecasting 1905;;true
2014.3;5160;23913;2019-09-30;0;TCFIX;Reforecasting 1909;;true
2014.3;5160;23924;2020-06-10;0;TCFIX;Reforecasting 2005;;true
2014.3;5160;23925;2020-06-10;0;TCFIX;Reforecasting 2005;;true
2014.3;5162;23947;2019-09-30;0;ATMIC12_PRO14;Reforecasting 1909;;true
2014.3;5163;23970;2019-09-30;0;QFPMI;Reforecasting 1909;;true
2014.3;5163;23981;2020-06-10;0;QFPMI;Reforecasting 2005;;true
2014.3;5167;24037;2019-10-14;0;LFIX143;Storno scaduti per 2020.1R;;true
2014.3;5167;24047;2020-02-10;0;LFIX143;Storno scaduti per wave 2020.3R;;true
2014.3;5167;147176;2021-03-25;0;LFIX143;Reforecasting 2103 - REF1;;true
2014.3;5168;24068;2019-09-30;0;QFPA;Reforecasting 1909;;true
2014.3;5168;24072;2020-01-20;0;QFPA;Reforecasting 1912;;true
2014.3;5169;24104;2020-01-20;0;LLINK10;Reforecasting 1912;;true
2014.3;5170;24139;2020-01-20;0;QFMIC143;Reforecasting 1912;;true
2014.3;5170;24141;2020-01-20;0;QFMIC143;Reforecasting 1912;;true
2014.3;5170;24145;2020-06-10;0;QFMIC143;Reforecasting 2005;;true
2014.3;5170;24146;2020-06-10;0;QFMIC143;Reforecasting 2005;;true
2014.2;5172;24189;2019-06-18;0;SMFXL;Reforecasting 1905;;true
2014.2;5172;24195;2020-01-20;0;SMFXL;Reforecasting 1912;;true
2014.2;5172;24203;2020-06-10;0;SMFXL;Reforecasting 2005;;true
2014.2;5172;24204;2020-06-10;0;SMFXL;Reforecasting 2005;;true
2014.2;5173;24218;2019-09-30;0;SMINL;Reforecasting 1909;;true
2014.2;5173;24225;2020-01-20;0;SMINL;Reforecasting 1912;;true
2014.2;5175;24259;2019-06-18;0;TCFIX;Reforecasting 1905;;true
2014.2;5175;24260;2019-09-30;0;TCFIX;Reforecasting 1909;;true
2014.2;5175;24264;2020-01-20;0;TCFIX;Reforecasting 1912;;true
2014.2;5175;24265;2020-01-20;0;TCFIX;Reforecasting 1912;;true
2014.2;5176;24293;2020-01-20;0;TCSV;Reforecasting 1912;;true
2014.2;5176;24302;2020-06-10;0;TCSV;Reforecasting 2005;;true
2014.2;5178;24326;2019-06-18;0;LREL11;Reforecasting 1905;;true
2014.2;5178;24327;2019-09-30;0;LREL11;Reforecasting 1909;;true
2014.2;5178;24335;2020-01-20;0;LREL11;Reforecasting 1912;;true
2014.2;5179;24362;2020-06-10;0;LNKL;Reforecasting 2005;;true
2014.2;5180;24382;2019-09-30;0;LLINK10;Reforecasting 1909;;true
2014.2;5181;24412;2019-06-18;0;LFIX11;Reforecasting 1905;;true
2014.2;5181;24423;2020-01-20;0;LFIX11;Reforecasting 1912;;true
2014.2;5181;24424;2020-01-20;0;LFIX11;Reforecasting 1912;;true
2014.2;5181;146646;2021-03-25;0;LFIX11;Reforecasting 2103 - REF1;;true
2015.2;4916;129927;2020-11-12;0;LFREGLD144;Reforecasting ott-20;;true
2015.2;4916;146611;2021-03-25;0;LFREGLD144;Reforecasting 2103 - REF1;;true
2015.2;5230;147185;2021-03-25;0;SMFXL144;Reforecasting 2103 - REF1;;true
2015.1;4918;130749;2020-11-13;0;LFREGLD144;Adjustment Ref ott-20;;true
2015.1;4918;146614;2021-03-25;0;LFREGLD144;Reforecasting 2103 - REF1;;true
2015.1;4919;129936;2020-11-12;0;LFRE144;Reforecasting ott-20;;true
2015.1;4919;129937;2020-11-12;0;LFRE144;Reforecasting ott-20;;true
2015.1;5205;146652;2021-03-25;0;LFIX144;Reforecasting 2103 - REF1;;true
2015.1;5207;146655;2021-03-25;0;LNKL151;Reforecasting 2103 - REF1;;true
2014.4;4920;130756;2020-11-13;0;LFRE144;Adjustment Ref ott-20;;true
2014.4;4920;146619;2021-03-25;0;LFRE144;Reforecasting 2103 - REF1;;true
2014.4;4921;129945;2020-11-12;0;LFREGLD144;Reforecasting ott-20;;true
2014.4;4921;130758;2020-11-13;0;LFREGLD144;Adjustment Ref ott-20;;true
2014.4;4921;146620;2021-03-25;0;LFREGLD144;Reforecasting 2103 - REF1;;true
2014.4;5220;147183;2021-03-25;0;QFMIC;Reforecasting 2103 - REF1;;true
2014.4;5220;147183;2021-03-25;0;QFMIC144;Reforecasting 2103 - REF1;;true
2015.4;4937;129956;2020-11-12;0;LFRE144;Reforecasting ott-20;;true
2015.4;4937;147169;2021-03-25;0;LFRE144;Reforecasting 2103 - REF1;;true
2015.4;4938;146629;2021-03-25;0;LFREGLD144;Reforecasting 2103 - REF1;;true
2015.4;5182;24459;2019-06-18;0;QFMIC;Reforecasting 1905;;true
2015.4;5182;24459;2019-06-18;0;QFPMI;Reforecasting 1905;;true
2015.4;5182;24460;2019-09-30;0;QFMIC;Reforecasting 1909;;true
2015.4;5182;24460;2019-09-30;0;QFPMI;Reforecasting 1909;;true
2015.4;5182;24465;2020-01-20;0;QFMIC;Reforecasting 1912;;true
2015.4;5182;24465;2020-01-20;0;QFPMI;Reforecasting 1912;;true
2015.4;5182;24466;2020-01-20;0;QFMIC;Reforecasting 1912;;true
2015.4;5182;24466;2020-01-20;0;QFPMI;Reforecasting 1912;;true
2015.4;5182;24478;2020-06-10;0;QFMIC;Reforecasting 2005;;true
2015.4;5182;24478;2020-06-10;0;QFPMI;Reforecasting 2005;;true
2015.4;5182;24479;2020-06-10;0;QFMIC;Reforecasting 2005;;true
2015.4;5182;24479;2020-06-10;0;QFPMI;Reforecasting 2005;;true
2015.4;5184;24519;2019-09-30;0;QFMIC;Reforecasting 1909;;true
2015.4;5184;24519;2019-09-30;0;QFMIC144;Reforecasting 1909;;true
2015.3;4939;22864;2019-06-18;0;LFRE144;Reforecasting 1905;;true
2015.3;4939;22874;2020-01-20;0;LFRE144;Reforecasting 1912;;true
2015.3;4939;22877;2020-01-20;0;LFRE144;Reforecasting 1912;;true
2015.3;4939;129962;2020-11-12;0;LFRE144;Reforecasting ott-20;;true
2015.3;4939;130774;2020-11-13;0;LFRE144;Adjustment Ref ott-20;;true
2015.3;4939;146630;2021-03-25;0;LFRE144;Reforecasting 2103 - REF1;;true
2015.3;4939;146631;2021-03-25;0;LFRE144;Reforecasting 2103 - REF1;;true
2015.3;4940;22909;2020-01-20;0;LFREGLD144;Reforecasting 1912;;true
2015.3;4940;22910;2020-01-20;0;LFREGLD144;Reforecasting 1912;;true
2015.3;4940;22918;2020-06-10;0;LFREGLD144;Reforecasting 2005;;true
2015.3;4940;22922;2020-06-10;0;LFREGLD144;Reforecasting 2005;;true
2015.3;5279;146669;2021-03-25;0;SMFXL144;Reforecasting 2103 - REF1;;true
2018.6S;4944;22940;2020-01-20;0;PUNF12;Reforecasting 1912;;true
2018.6S;4945;22953;2019-04-01;0;LFIX12;I Riprogrammazione 2018.6S;;true
2018.6S;4945;22960;2019-09-30;0;LFIX12;Proroga 1909 - LFIX12;;true
2018.6S;4945;22971;2020-01-20;0;LFIX12;Reforecasting 1912;;true
2018.6S;4945;22983;2020-06-10;0;LFIX12;Reforecasting 2005;;true
2018.6S;4948;22999;2019-06-12;0;TCSV;Reforecasting 1905;;true
2018.6S;4948;23014;2020-01-20;0;TCSV;Reforecasting 1912;;true
2018.6S;4948;23015;2020-01-20;0;TCSV;Reforecasting 1912;;true
2018.6S;4948;23016;2020-01-20;0;TCSV;Reforecasting 1912;;true
2019.2AR;5060;23158;2019-07-02;0;LLINK181;Prehedging 1907;;true
2019.2AR;5060;23158;2019-07-02;0;FITTIZIO2;Prehedging 1907;;false
2019.2AR;5060;23158;2019-07-02;0;FITTIZIO3;Prehedging 1907;;false
2019.2AR;5060;23158;2019-07-02;0;LFIX161;Prehedging 1907;;true
2019.2AR;5060;23158;2019-07-02;0;FITTIZIO4;Prehedging 1907;;false
2019.2AR;5060;23158;2019-07-02;0;FITTIZIO1;Prehedging 1907;;false
2019.2AR;5060;23160;2019-09-30;0;LLINK181;Reforecasting 1909;;true
2019.2AR;5060;23160;2019-09-30;0;FITTIZIO2;Reforecasting 1909;;false
2019.2AR;5060;23160;2019-09-30;0;FITTIZIO3;Reforecasting 1909;;false
2019.2AR;5060;23160;2019-09-30;0;LFIX161;Reforecasting 1909;;true
2019.2AR;5060;23160;2019-09-30;0;FITTIZIO4;Reforecasting 1909;;false
2019.2AR;5060;23160;2019-09-30;0;FITTIZIO1;Reforecasting 1909;;false
2019.2AR;5060;23161;2019-09-30;0;LLINK181;Reforecasting 1909;;true
2019.2AR;5060;23161;2019-09-30;0;FITTIZIO2;Reforecasting 1909;;false
2019.2AR;5060;23161;2019-09-30;0;FITTIZIO3;Reforecasting 1909;;false
2019.2AR;5060;23161;2019-09-30;0;LFIX161;Reforecasting 1909;;true
2019.2AR;5060;23161;2019-09-30;0;FITTIZIO4;Reforecasting 1909;;false
2019.2AR;5060;23161;2019-09-30;0;FITTIZIO1;Reforecasting 1909;;false
2019.2AR;5060;23168;2020-01-20;0;LLINK181;Reforecasting 1912;;true
2019.2AR;5060;23168;2020-01-20;0;FITTIZIO2;Reforecasting 1912;;false
2019.2AR;5060;23168;2020-01-20;0;FITTIZIO3;Reforecasting 1912;;false
2019.2AR;5060;23168;2020-01-20;0;LFIX161;Reforecasting 1912;;true
2019.2AR;5060;23168;2020-01-20;0;FITTIZIO4;Reforecasting 1912;;false
2019.2AR;5060;23168;2020-01-20;0;FITTIZIO1;Reforecasting 1912;;false
2019.2AR;5060;23169;2020-01-20;0;LLINK181;Reforecasting 1912;;true
2019.2AR;5060;23169;2020-01-20;0;FITTIZIO2;Reforecasting 1912;;false
2019.2AR;5060;23169;2020-01-20;0;FITTIZIO3;Reforecasting 1912;;false
2019.2AR;5060;23169;2020-01-20;0;LFIX161;Reforecasting 1912;;true
2019.2AR;5060;23169;2020-01-20;0;FITTIZIO4;Reforecasting 1912;;false
2019.2AR;5060;23169;2020-01-20;0;FITTIZIO1;Reforecasting 1912;;false
2019.2AR;5060;23171;2020-03-02;0;LLINK181;Prehedging 2003 - 200302;;true
2019.2AR;5060;23171;2020-03-02;0;FITTIZIO2;Prehedging 2003 - 200302;;false
2019.2AR;5060;23171;2020-03-02;0;FITTIZIO3;Prehedging 2003 - 200302;;false
2019.2AR;5060;23171;2020-03-02;0;LFIX161;Prehedging 2003 - 200302;;true
2019.2AR;5060;23171;2020-03-02;0;FITTIZIO4;Prehedging 2003 - 200302;;false
2019.2AR;5060;23171;2020-03-02;0;FITTIZIO1;Prehedging 2003 - 200302;;false
2019.2AR;5060;23177;2020-06-10;0;LLINK181;Reforecasting 2005;;true
2019.2AR;5060;23177;2020-06-10;0;FITTIZIO2;Reforecasting 2005;;false
2019.2AR;5060;23177;2020-06-10;0;FITTIZIO3;Reforecasting 2005;;false
2019.2AR;5060;23177;2020-06-10;0;LFIX161;Reforecasting 2005;;true
2019.2AR;5060;23177;2020-06-10;0;FITTIZIO4;Reforecasting 2005;;false
2019.2AR;5060;23177;2020-06-10;0;FITTIZIO1;Reforecasting 2005;;false
2019.2AR;5644;28873;2020-03-02;0;MYENG181;Prehedging 2003 - 200302;PROFILO-DAY;true
2019.2AR;5644;28873;2020-03-02;0;SMFXL181;Prehedging 2003 - 200302;PROFILO-NIGHT;true
2019.2AR;5644;28873;2020-03-02;0;MYENG181;Prehedging 2003 - 200302;PROFILO-H24;true
2019.2AR;5644;28873;2020-03-02;0;RADVL184;Prehedging 2003 - 200302;;true
2019.2AR;5644;28873;2020-03-02;0;SMFXL181;Prehedging 2003 - 200302;PROFILO-DAY;true
2019.2AR;5644;28873;2020-03-02;0;MYENG181;Prehedging 2003 - 200302;PROFILO-NIGHT;true
2019.2AR;5644;28873;2020-03-02;0;QFMIC181;Prehedging 2003 - 200302;;true
2019.2AR;5644;28873;2020-03-02;0;SMFXL181;Prehedging 2003 - 200302;PROFILO-H24;true
2019.2AR;5644;28873;2020-03-02;0;LNKL181;Prehedging 2003 - 200302;;true
2019.2AR;5644;28874;2020-03-02;0;MYENG181;Prehedging 2003 - 200302;PROFILO-DAY;true
2019.2AR;5644;28874;2020-03-02;0;SMFXL181;Prehedging 2003 - 200302;PROFILO-NIGHT;true
2019.2AR;5644;28874;2020-03-02;0;MYENG181;Prehedging 2003 - 200302;PROFILO-H24;true
2019.2AR;5644;28874;2020-03-02;0;RADVL184;Prehedging 2003 - 200302;;true
2019.2AR;5644;28874;2020-03-02;0;SMFXL181;Prehedging 2003 - 200302;PROFILO-DAY;true
2019.2AR;5644;28874;2020-03-02;0;MYENG181;Prehedging 2003 - 200302;PROFILO-NIGHT;true
2019.2AR;5644;28874;2020-03-02;0;QFMIC181;Prehedging 2003 - 200302;;true
2019.2AR;5644;28874;2020-03-02;0;SMFXL181;Prehedging 2003 - 200302;PROFILO-H24;true
2019.2AR;5644;28874;2020-03-02;0;LNKL181;Prehedging 2003 - 200302;;true
2019.2BR;5071;23191;2019-07-02;0;SALLMICL163;Prehedging 1907;;true
2019.2BR;5071;23191;2019-07-02;0;FITTIZIO8;Prehedging 1907;;false
2019.2BR;5071;23191;2019-07-02;0;FITTIZIO9;Prehedging 1907;;false
2019.2BR;5071;23191;2019-07-02;0;FITTIZIO6;Prehedging 1907;;false
2019.2BR;5071;23191;2019-07-02;0;FITTIZIO7;Prehedging 1907;;false
2019.2BR;5071;23191;2019-07-02;0;QFMIC161;Prehedging 1907;;true
2019.2BR;5071;23203;2020-01-20;0;SALLMICL163;Reforecasting 1912;;true
2019.2BR;5071;23203;2020-01-20;0;FITTIZIO8;Reforecasting 1912;;false
2019.2BR;5071;23203;2020-01-20;0;FITTIZIO9;Reforecasting 1912;;false
2019.2BR;5071;23203;2020-01-20;0;FITTIZIO6;Reforecasting 1912;;false
2019.2BR;5071;23203;2020-01-20;0;FITTIZIO7;Reforecasting 1912;;false
2019.2BR;5071;23203;2020-01-20;0;QFMIC161;Reforecasting 1912;;true
2019.2BR;5071;23210;2020-06-10;0;SALLMICL163;Reforecasting 2005;;true
2019.2BR;5071;23210;2020-06-10;0;FITTIZIO8;Reforecasting 2005;;false
2019.2BR;5071;23210;2020-06-10;0;FITTIZIO9;Reforecasting 2005;;false
2019.2BR;5071;23210;2020-06-10;0;FITTIZIO6;Reforecasting 2005;;false
2019.2BR;5071;23210;2020-06-10;0;FITTIZIO7;Reforecasting 2005;;false
2019.2BR;5071;23210;2020-06-10;0;QFMIC161;Reforecasting 2005;;true
2019.2BR;5072;23213;2019-07-01;0;FITTIZIO1;Reforecasting scaduti 1907 per prehedging;;false
2019.2BR;5072;23213;2019-07-01;0;FITTIZIO4;Reforecasting scaduti 1907 per prehedging;;false
2019.2BR;5072;23213;2019-07-01;0;FITTIZIO5;Reforecasting scaduti 1907 per prehedging;;false
2019.2BR;5072;23213;2019-07-01;0;FITTIZIO3;Reforecasting scaduti 1907 per prehedging;;false
2019.2BR;5072;23213;2019-07-01;0;FITTIZIO2;Reforecasting scaduti 1907 per prehedging;;false
2019.2BR;5072;23213;2019-07-01;0;LFIX161;Reforecasting scaduti 1907 per prehedging;;true
2019.2BR;5072;23214;2019-07-02;0;FITTIZIO1;Prehedging 1907;;false
2019.2BR;5072;23214;2019-07-02;0;FITTIZIO4;Prehedging 1907;;false
2019.2BR;5072;23214;2019-07-02;0;FITTIZIO5;Prehedging 1907;;false
2019.2BR;5072;23214;2019-07-02;0;FITTIZIO3;Prehedging 1907;;false
2019.2BR;5072;23214;2019-07-02;0;FITTIZIO2;Prehedging 1907;;false
2019.2BR;5072;23214;2019-07-02;0;LFIX161;Prehedging 1907;;true
2019.2BR;5072;23215;2019-07-02;0;FITTIZIO1;Prehedging 1907;;false
2019.2BR;5072;23215;2019-07-02;0;FITTIZIO4;Prehedging 1907;;false
2019.2BR;5072;23215;2019-07-02;0;FITTIZIO5;Prehedging 1907;;false
2019.2BR;5072;23215;2019-07-02;0;FITTIZIO3;Prehedging 1907;;false
2019.2BR;5072;23215;2019-07-02;0;FITTIZIO2;Prehedging 1907;;false
2019.2BR;5072;23215;2019-07-02;0;LFIX161;Prehedging 1907;;true
2019.2BR;5072;23216;2019-09-30;0;FITTIZIO1;Reforecasting 1909;;false
2019.2BR;5072;23216;2019-09-30;0;FITTIZIO4;Reforecasting 1909;;false
2019.2BR;5072;23216;2019-09-30;0;FITTIZIO5;Reforecasting 1909;;false
2019.2BR;5072;23216;2019-09-30;0;FITTIZIO3;Reforecasting 1909;;false
2019.2BR;5072;23216;2019-09-30;0;FITTIZIO2;Reforecasting 1909;;false
2019.2BR;5072;23216;2019-09-30;0;LFIX161;Reforecasting 1909;;true
2019.2BR;5072;23217;2019-09-30;0;FITTIZIO1;Reforecasting 1909;;false
2019.2BR;5072;23217;2019-09-30;0;FITTIZIO4;Reforecasting 1909;;false
2019.2BR;5072;23217;2019-09-30;0;FITTIZIO5;Reforecasting 1909;;false
2019.2BR;5072;23217;2019-09-30;0;FITTIZIO3;Reforecasting 1909;;false
2019.2BR;5072;23217;2019-09-30;0;FITTIZIO2;Reforecasting 1909;;false
2019.2BR;5072;23217;2019-09-30;0;LFIX161;Reforecasting 1909;;true
2019.2BR;5072;23226;2020-01-20;0;FITTIZIO1;Reforecasting 1912;;false
2019.2BR;5072;23226;2020-01-20;0;FITTIZIO4;Reforecasting 1912;;false
2019.2BR;5072;23226;2020-01-20;0;FITTIZIO5;Reforecasting 1912;;false
2019.2BR;5072;23226;2020-01-20;0;FITTIZIO3;Reforecasting 1912;;false
2019.2BR;5072;23226;2020-01-20;0;FITTIZIO2;Reforecasting 1912;;false
2019.2BR;5072;23226;2020-01-20;0;LFIX161;Reforecasting 1912;;true
2019.2BR;5072;23233;2020-06-10;0;FITTIZIO1;Reforecasting 2005;;false
2019.2BR;5072;23233;2020-06-10;0;FITTIZIO4;Reforecasting 2005;;false
2019.2BR;5072;23233;2020-06-10;0;FITTIZIO5;Reforecasting 2005;;false
