idcampagna;idcontrattorcr;idleg;tradedate;itp_energia_verde;prodotto;scope_details;opzione;flag_definitivo
negoziata;26250;140492;2021-02-11;0;NULL;;NULL;NULL
negoziata;26387;143055;2021-03-10;0;NULL;;NULL;NULL
negoziata;26388;143056;2021-03-10;0;NULL;;NULL;NULL
negoziata;26528;143273;2021-03-29;0;NULL;;NULL;NULL
negoziata;26544;143291;2021-03-30;0;NULL;;NULL;NULL
negoziata;26574;143340;2021-04-06;0;NULL;;NULL;NULL
negoziata;28900;192510;2022-01-26;0;NULL;Storno_Feb22;NULL;NULL
negoziata;29209;191897;2022-01-17;0;NULL;Fixing_FebApr22;NULL;NULL
negoziata;29447;191816;2022-01-10;0;NULL;;NULL;NULL
negoziata;29455;191833;2022-01-12;0;NULL;;NULL;NULL
negoziata;29555;192501;2022-01-25;1.99;NULL;;NULL;NULL
negoziata;29599;192568;2022-01-31;0;NULL;;NULL;NULL
2016.1;2180;146165;2021-03-25;0;SMFXL161;Reforecasting 2103 - REF1;PROFILO-DAY;true
2016.1;2180;146166;2021-03-25;0;SMFXL161;Reforecasting 2103 - REF1;PROFILO-DAY;true
2016.1;2181;146957;2021-03-25;0;QFMIC161;Reforecasting 2103 - REF1;;true
2016.1;2208;146958;2021-03-25;0;LFIX161;Reforecasting 2103 - REF1;;true
2016.1;2208;146958;2021-03-25;0;LLED161;Reforecasting 2103 - REF1;;true
2016.1;2209;143367;2021-03-25;0;LCAP161;Reforecasting 2103 - REF1;;true
2016.1;2214;146174;2021-03-25;0;CAPL161;Reforecasting 2103 - REF1;;true
2016.1;4935;146624;2021-03-25;0;LFRE161;Reforecasting 2103 - REF1;;true
2016.2;2572;146961;2021-03-25;0;MYENG161;Reforecasting 2103 - REF1;PROFILO-H24;true
2016.2;2580;146181;2021-03-25;0;MYENG161;Reforecasting 2103 - REF1;PROFILO-DAY;true
2016.2;2580;146182;2021-03-25;0;MYENG161;Reforecasting 2103 - REF1;PROFILO-DAY;true
2016.2;2633;129411;2020-11-12;0;LCAP162;Reforecasting ott-20;;true
2016.2;4933;173233;2021-08-02;0;LFRE161;Reforecasting 2106 - REF2;;true
2016.3;2804;146191;2021-03-25;0;MYENG161;Reforecasting 2103 - REF1;PROFILO-DAY;true
2016.3;2850;114870;2020-01-20;0;LLINK144;Reforecasting 1912;;true
2016.3;2851;114812;2019-09-30;0;LCAP162;Reforecasting 1909;;true
2016.3;2851;114829;2020-02-10;0;LCAP162;Storno scaduti per wave 2020.3R;;true
2016.3;2851;146967;2021-03-25;0;LCAP162;Reforecasting 2103 - REF1;;true
2016.3;2852;114761;2020-01-20;0.9;LSALL163;Reforecasting 1912;;true
2016.3;2852;146197;2021-03-25;0;LSALL163;Reforecasting 2103 - REF1;;true
2016.3;2853;114703;2020-01-20;0;LEASY162;Reforecasting 1912;;true
2016.5S;2933;114988;2020-06-10;0;QFMIC;Reforecasting 2005;;true
2016.4;2950;115071;2020-06-10;0;LLINK144;Reforecasting 2005;;true
2016.4;2951;129426;2020-11-12;0.8;LSALL163;Reforecasting ott-20;;true
2016.4;2951;129429;2020-11-12;0.8;LSALL163;Reforecasting ott-20;;true
2016.4;2951;140599;2021-02-09;0;LSALL163;Storno scaduti per 2021.3R;;true
2016.4;2952;115029;2020-02-10;0;LFIX161;Storno scaduti per wave 2020.3R;;true
2016.4;2952;115029;2020-02-10;0;LLED161;Storno scaduti per wave 2020.3R;;true
2016.4;2952;115039;2020-06-10;0;LFIX161;Reforecasting 2005;;true
2016.4;2952;115039;2020-06-10;0;LLED161;Reforecasting 2005;;true
2016.4;2965;115207;2020-02-10;0;MYENG161;Storno scaduti per wave 2020.3R;PROFILO-H24;true
2016.4;2966;5694;2020-01-20;0;SMFXL162;Reforecasting 1912;PROFILO-H24;true
2016.4;2967;115170;2019-06-18;0;QFPMI162;Reforecasting 1905;;true
2016.4;2967;115171;2019-09-30;0;QFPMI162;Reforecasting 1909;;true
2016.4;2967;115187;2020-06-10;0;QFPMI162;Reforecasting 2005;;true
2016.4;2971;115105;2019-10-14;0;QFMIC161;Storno scaduti per 2020.1R;;true
2016.4;2986;5875;2019-06-18;0;LCAP162;Reforecasting 1905;;true
2016.4;2986;5883;2019-10-14;0;LCAP162;Storno scaduti per 2020.1R;;true
2016.4;2986;5892;2020-01-20;0;LCAP162;Reforecasting 1912;;true
2016.4;2986;5896;2020-02-10;0;LCAP162;Storno scaduti per wave 2020.3R;;true
2016.4;2986;5911;2020-06-10;0;LCAP162;Reforecasting 2005;;true
2016.4;2986;129434;2020-11-12;0;LCAP162;Reforecasting ott-20;;true
2016.4;2986;146976;2021-03-25;0;LCAP162;Reforecasting 2103 - REF1;;true
2016.4;2989;115337;2019-09-30;0;CAPL162;Reforecasting 1909;;true
2016.4;2989;115354;2020-06-10;0;CAPL162;Reforecasting 2005;;true
2016.4;2989;146977;2021-03-25;0;CAPL162;Reforecasting 2103 - REF1;;true
2016.4;2990;115313;2020-06-10;0;SALLMICL163;Reforecasting 2005;;true
2016.4;2991;115238;2019-09-30;0;LNKL161;Reforecasting 1909;;true
2016.6S;3028;115390;2019-06-18;0;QFMIC;Reforecasting 1905;;true
2016.6S;3028;115396;2020-01-20;0;QFMIC;Reforecasting 1912;;true
2016.6S;3029;115379;2020-06-10;0;QFPMI;Reforecasting 2005;;true
2016.6S;3029;115380;2020-06-10;0;QFPMI;Reforecasting 2005;;true
2016.7S;3186;115474;2019-06-18;0;QFMIC;Reforecasting 1905;;true
2016.7S;3186;115479;2020-01-20;0;QFMIC;Reforecasting 1912;;true
2016.7S;3187;6383;2020-01-20;0;PUNF12;Reforecasting 1912;;true
2016.7S;3187;6383;2020-01-20;0;PUNF;Reforecasting 1912;;true
2016.7S;3188;115446;2019-09-30;0;QFPA;Reforecasting 1909;;true
2016.7S;3188;115446;2019-09-30;0;QFPMI;Reforecasting 1909;;true
2017.1;3282;115688;2019-09-30;0;LFIX161;Reforecasting 1909;;true
2017.1;3282;115688;2019-09-30;0;LLED161;Reforecasting 1909;;true
2017.1;3282;115689;2019-10-14;0;LFIX161;Storno scaduti per 2020.1R;;true
2017.1;3282;115689;2019-10-14;0;LLED161;Storno scaduti per 2020.1R;;true
2017.1;3283;115622;2019-06-18;0;LCAP162;Reforecasting 1905;;true
2017.1;3283;115623;2019-09-30;0;LCAP162;Reforecasting 1909;;true
2017.1;3283;146224;2021-03-25;0;LCAP162;Reforecasting 2103 - REF1;;true
2017.1;3284;115564;2020-01-20;0.9;LSALL163;Reforecasting 1912;;true
2017.1;3284;115583;2020-06-10;0.9;LSALL163;Reforecasting 2005;;true
2017.1;3284;129453;2020-11-12;0.8;LSALL163;Reforecasting ott-20;;true
2017.1;3284;146225;2021-03-25;0;LSALL163;Reforecasting 2103 - REF1;;true
2017.1;3292;115907;2019-06-18;0;CAPL162;Reforecasting 1905;;true
2017.1;3292;115909;2019-10-14;0;CAPL162;Storno scaduti per 2020.1R;;true
2017.1;3292;115926;2020-06-10;0;CAPL162;Reforecasting 2005;;true
2017.1;3293;6754;2020-01-20;0;SMFXL162;Reforecasting 1912;PROFILO-H24;true
2017.1;3295;146230;2021-03-25;0;MYENG161;Reforecasting 2103 - REF1;PROFILO-H24;true
2017.1;3296;115814;2019-10-14;0;QFMIC161;Storno scaduti per 2020.1R;;true
2017.1;3296;115817;2020-01-20;0;QFMIC161;Reforecasting 1912;;true
2017.1;3296;146232;2021-03-25;0;QFMIC161;Reforecasting 2103 - REF1;;true
2017.1;3297;115783;2020-01-20;0;MYENG161;Reforecasting 1912;PROFILO-DAY;true
2017.1;3299;6929;2019-09-30;0;SMFXL162;Reforecasting 1909;PROFILO-DAY;true
2017.1;3302;115723;2020-01-20;0;LLINK144;Reforecasting 1912;;true
2017.1;3326;115983;2020-01-20;0;SALLMICL163;Reforecasting 1912;;true
2017.1;3326;115984;2020-01-20;0;SALLMICL163;Reforecasting 1912;;true
2017.1;3326;129459;2020-11-12;0;SALLMICL163;Reforecasting ott-20;;true
2017.1;4931;173229;2021-08-02;0;TSIMRES164;Reforecasting 2106 - REF2;;true
2017.2S;3315;116117;2020-01-20;0;QFPMI;Reforecasting 1912;;true
2017.2S;3315;116123;2020-06-10;0;QFPMI;Reforecasting 2005;;true
2017.2S;3316;116076;2019-06-18;0;QFMIC;Reforecasting 1905;;true
2017.2S;3316;116082;2020-01-20;0;QFMIC;Reforecasting 1912;;true
2017.3S;3328;116192;2019-09-30;0;QFMIC;Reforecasting 1909;;true
2017.3S;3329;116156;2020-06-10;0;QFPMI;Reforecasting 2005;;true
2017.2;3360;116282;2019-09-30;0;QFMIC161;Reforecasting 1909;;true
2017.2;3362;7406;2019-06-18;0;MYENG161;Reforecasting 1905;PROFILO-DAY;true
2017.2;3362;7414;2020-01-20;0;MYENG161;Reforecasting 1912;PROFILO-DAY;true
2017.2;3362;7421;2020-06-10;0;MYENG161;Reforecasting 2005;PROFILO-DAY;true
2017.2;3363;146241;2021-03-25;0;SMFXL162;Reforecasting 2103 - REF1;PROFILO-DAY;true
2017.2;3363;146242;2021-03-25;0;SMFXL162;Reforecasting 2103 - REF1;PROFILO-DAY;true
2017.2;3364;7472;2019-06-18;0;MYENG161;Reforecasting 1905;PROFILO-NIGHT;true
2017.2;3364;7480;2020-01-20;0;MYENG161;Reforecasting 1912;PROFILO-NIGHT;true
2017.2;3365;7500;2019-09-30;0;SMFXL162;Reforecasting 1909;PROFILO-NIGHT;true
2017.2;3380;116475;2020-02-10;0;SALLMICL163;Storno scaduti per wave 2020.3R;;true
2017.2;3381;116418;2019-06-18;0;LNKL161;Reforecasting 1905;;true
2017.2;3381;116419;2019-09-30;0;LNKL161;Reforecasting 1909;;true
2017.2;3381;116424;2020-01-20;0;LNKL161;Reforecasting 1912;;true
2017.2;3381;116435;2020-06-10;0;LNKL161;Reforecasting 2005;;true
2017.2;3383;116350;2019-06-18;0;MYENG161;Reforecasting 1905;PROFILO-H24;true
2017.2;3383;146249;2021-03-25;0;MYENG161;Reforecasting 2103 - REF1;PROFILO-H24;true
2017.2;3383;146250;2021-03-25;0;MYENG161;Reforecasting 2103 - REF1;PROFILO-H24;true
2017.2;3402;129470;2020-11-12;0;LCAP162;Reforecasting ott-20;;true
2017.2;3402;140607;2021-02-09;0;LCAP162;Storno scaduti per 2021.3R;;true
2017.2;3404;146255;2021-03-25;0;LFIX12;Reforecasting 2103 - REF1;;false
2017.2;3404;146255;2021-03-25;0;LLED161;Reforecasting 2103 - REF1;;true
2017.2;3404;146255;2021-03-25;0;LFIX161;Reforecasting 2103 - REF1;;true
2017.3;3532;146257;2021-03-25;0;LSALL163;Reforecasting 2103 - REF1;;true
2017.3;3532;146258;2021-03-25;0;LSALL163;Reforecasting 2103 - REF1;;true
2017.3;3532;192719;2022-02-02;0;LSALL163;storno scaduti per 2022.3R;;true
2017.3;3533;129486;2020-11-12;0;LFIX161;Reforecasting ott-20;;true
2017.3;3533;146259;2021-03-25;0;LFIX161;Reforecasting 2103 - REF1;;true
2017.3;3545;146267;2021-03-25;0;LCAP162;Reforecasting 2103 - REF1;;true
2017.3;3562;146272;2021-03-25;0;CAPL162;Reforecasting 2103 - REF1;;true
2017.4;3686;9274;2019-10-14;0;LLINK144;Storno scaduti per 2020.1R;;true
2017.4;3686;9281;2020-01-20;0;LLINK144;Reforecasting 1912;;true
2017.4;3687;9330;2019-10-14;0;LFIX161;Storno scaduti per 2020.1R;;true
2017.4;3703;9484;2019-06-18;0;LSALL174;Reforecasting 1905;;true
2017.4;3703;9501;2020-02-10;0;LSALL174;Storno scaduti per wave 2020.3R;;true
2017.4;3703;9514;2020-06-10;0;LSALL174;Reforecasting 2005;;true
2017.4;3704;9547;2019-09-30;0;LCAP162;Reforecasting 1909;;true
2017.4;3704;129512;2020-11-12;0;LCAP162;Reforecasting ott-20;;true
2017.4;3704;192602;2022-02-02;0;LCAP162;storno scaduti per 2022.3R;;true
2017.4;3705;9589;2020-01-20;0;SMFXL162;Reforecasting 1912;PROFILO-H24;true
2017.4;3706;9606;2019-09-30;0;QFPMI;Reforecasting 1909;;false
2017.4;3706;9606;2019-09-30;0;QFPMI162;Reforecasting 1909;;true
2017.4;3706;9623;2020-06-10;0;QFPMI;Reforecasting 2005;;false
2017.4;3706;9623;2020-06-10;0;QFPMI162;Reforecasting 2005;;true
2017.4;3710;9750;2020-01-20;0;MYENG161;Reforecasting 1912;PROFILO-DAY;true
2017.4;3710;146283;2021-03-25;0;MYENG161;Reforecasting 2103 - REF1;PROFILO-DAY;true
2017.4;3711;9798;2020-01-20;0;SMFXL162;Reforecasting 1912;PROFILO-DAY;true
2017.4;3729;9859;2019-06-18;0;SALLMICL163;Reforecasting 1905;;true
2017.4;3729;129519;2020-11-12;0;SALLMICL163;Reforecasting ott-20;;true
2017.4;3729;140617;2021-02-09;0;SALLMICL163;Storno scaduti per 2021.3R;;true
2017.4;3730;9926;2020-06-10;0;LNKL161;Reforecasting 2005;;true
2017.4;3732;10007;2020-01-20;0;MYENG161;Reforecasting 1912;PROFILO-H24;true
2017.4;3732;10019;2020-06-10;0;MYENG161;Reforecasting 2005;PROFILO-H24;true
2017.4;3733;10052;2020-01-20;0;SALLCONL164;Reforecasting 1912;;true
2017.8S;3699;9383;2019-06-18;0;TCSV;Reforecasting 1905;;true
2017.8S;3699;9400;2020-06-10;0;TCSV;Reforecasting 2005;;true
2017.8S;3700;9409;2020-01-20;0;PUNF12;Reforecasting 1912;;true
2017.9S;3905;10278;2020-01-20;0;PUNF12;Reforecasting 1912;;true
2017.9S;3907;10335;2019-09-30;0;LFIX12;Reforecasting 1909;;true
2018.1;3996;10502;2020-02-10;0;MYENG181;Storno scaduti per wave 2020.3R;PROFILO-DAY;true
2018.1;4003;10520;2019-09-30;0;LNKL181;Reforecasting 1909;;true
2018.1;4004;10569;2019-09-30;0;SALLMICL181;Reforecasting 1909;;true
2018.1;4004;10578;2020-01-20;0;SALLMICL181;Reforecasting 1912;;true
2018.1;4004;10585;2020-06-10;0;SALLMICL181;Reforecasting 2005;;true
2018.1;4005;146298;2021-03-25;0;MYENG181;Reforecasting 2103 - REF1;PROFILO-H24;true
2018.1;4007;10668;2019-09-30;0;SMFXL181;Reforecasting 1909;PROFILO-H24;true
2018.1;4007;129535;2020-11-12;0.8;SMFXL181;Reforecasting ott-20;PROFILO-H24;true
2018.1;4008;10710;2019-06-18;0;QFPMI181;Reforecasting 1905;;true
2018.1;4008;10712;2019-09-30;0;QFPMI181;Reforecasting 1909;;true
2018.1;4008;10726;2020-06-10;0;QFPMI181;Reforecasting 2005;;true
2018.1;4009;10746;2019-09-30;0;QFMIC181;Reforecasting 1909;;true
2018.1;4009;10777;2020-06-10;0;QFMIC181;Reforecasting 2005;;true
2018.1;4009;129537;2020-11-12;0.8;QFMIC181;Reforecasting ott-20;;true
2018.1;4019;10853;2020-01-20;0;LPLFIXRES181;Reforecasting 1912;;true
2018.1;4021;10894;2020-01-20;0;LSALL181;Reforecasting 1912;;true
2018.1;4021;192651;2022-02-02;0;LSALL181;storno scaduti per 2022.3R;;true
2018.1;4023;129544;2020-11-12;0.8;LFIX181;Reforecasting ott-20;;true
2018.1;4023;140259;2020-12-03;0;LFIX181;Storno scaduti per 2021.2R;;true
2018.1;4023;146306;2021-03-25;0;LFIX181;Reforecasting 2103 - REF1;;true
2018.1;4024;146307;2021-03-25;0;LSIC181;Reforecasting 2103 - REF1;;true
2018.1;4024;146308;2021-03-25;0;LSIC181;Reforecasting 2103 - REF1;;true
2018.1;4024;192678;2022-02-02;0;LSIC181;storno scaduti per 2022.3R;;true
2018.2;4161;172621;2021-08-02;0;LKBL182;Reforecasting 2106 - REF2;;true
2018.2;4162;129560;2020-11-12;0.8;SALLCONL181;Reforecasting ott-20;;true
2018.2;4163;146315;2021-03-25;0;RADL182;Reforecasting 2103 - REF1;;true
2018.2;4164;146316;2021-03-25;0;QFMIC12;Reforecasting 2103 - REF1;;true
2018.2;4164;146316;2021-03-25;0;QFMIC181;Reforecasting 2103 - REF1;;true
2018.2;4168;192642;2022-02-02;0;LFIX181;storno scaduti per 2022.3R;;true
2018.2;4168;192642;2022-02-02;0;LFAST182;storno scaduti per 2022.3R;;true
2018.2;4168;192642;2022-02-02;0;LPERT182;storno scaduti per 2022.3R;;true
2018.2;4174;146323;2021-03-25;0;MYENG181;Reforecasting 2103 - REF1;PROFILO-H24;true
2018.2;4174;172636;2021-08-02;0;MYENG181;Reforecasting 2106 - REF2;PROFILO-H24;true
2018.2;4176;172639;2021-08-02;0;SMFXL181;Reforecasting 2106 - REF2;PROFILO-H24;true
2018.2;4195;146326;2021-03-25;0;LSIC181;Reforecasting 2103 - REF1;;true
2018.2;4195;172646;2021-08-02;0;LSIC181;Reforecasting 2106 - REF2;;true
2018.2;4197;146331;2021-03-25;0;LLINKP182;Reforecasting 2103 - REF1;;true
2018.3;4331;146332;2021-03-25;0;LLINKP182;Reforecasting 2103 - REF1;;true
2018.3;4332;172653;2021-08-02;0;LLINKB182;Reforecasting 2106 - REF2;;true
2018.3;4332;172654;2021-08-02;0;LLINKB182;Reforecasting 2106 - REF2;;true
2018.3;4333;140627;2021-02-09;0;LPERT182;Storno scaduti per 2021.3R;;true
2018.3;4333;140627;2021-02-09;0;LFIX181;Storno scaduti per 2021.3R;;true
2018.3;4333;140627;2021-02-09;0;LFAST182;Storno scaduti per 2021.3R;;true
2018.3;4333;146334;2021-03-25;0;LPERT182;Reforecasting 2103 - REF1;;true
2018.3;4333;146334;2021-03-25;0;LFIX181;Reforecasting 2103 - REF1;;true
2018.3;4333;146334;2021-03-25;0;LFAST182;Reforecasting 2103 - REF1;;true
2018.3;4333;172655;2021-08-02;0;LPERT182;Reforecasting 2106 - REF2;;true
2018.3;4333;172655;2021-08-02;0;LFIX181;Reforecasting 2106 - REF2;;true
2018.3;4333;172655;2021-08-02;0;LFAST182;Reforecasting 2106 - REF2;;true
2018.3;4338;12592;2019-06-12;1;SALLMICL181;Reforecasting 1905;;true
2018.3;4338;12600;2019-09-30;1.25;SALLMICL181;Reforecasting 1909;;true
2018.3;4338;12608;2020-01-20;0;SALLMICL181;Reforecasting 1912;;true
2018.3;4338;12615;2020-06-10;0.9;SALLMICL181;Reforecasting 2005;;true
2018.3;4338;12616;2020-06-10;0;SALLMICL181;Reforecasting 2005;;true
2018.3;4339;12630;2019-06-12;1;SALLCONL181;Reforecasting 1905;;true
2018.3;4339;12632;2019-09-30;0;SALLCONL181;Reforecasting 1909;;true
2018.3;4339;12639;2019-09-30;1.25;SALLCONL181;Reforecasting 1909;;true
2018.3;4339;12645;2020-01-20;0;SALLCONL181;Reforecasting 1912;;true
2018.3;4339;12655;2020-06-10;0;SALLCONL181;Reforecasting 2005;;true
2018.3;4339;129593;2020-11-12;0.8;SALLCONL181;Reforecasting ott-20;;true
2018.3;4339;146339;2021-03-25;0;SALLCONL181;Reforecasting 2103 - REF1;;true
2018.3;4340;12676;2020-01-20;0;FASTL182;Reforecasting 1912;;true
2018.3;4340;12684;2020-06-10;0;FASTL182;Reforecasting 2005;;true
2018.3;4341;12698;2019-09-30;0;LPLFIXRES181;Reforecasting 1909;;true
2018.3;4341;12705;2020-01-20;0;LPLFIXRES181;Reforecasting 1912;;true
2018.3;4341;12706;2020-01-20;0;LPLFIXRES181;Reforecasting 1912;;true
2018.3;4341;12707;2020-01-20;0;LPLFIXRES181;Reforecasting 1912;;true
2018.3;4342;12726;2019-06-18;0;LPLVARRES181;Reforecasting 1905;;true
2018.3;4342;12727;2019-09-30;0;LPLVARRES181;Reforecasting 1909;;true
2018.3;4342;12728;2019-09-30;0;LPLVARRES181;Reforecasting 1909;;true
2018.3;4342;12742;2020-06-10;0;LPLVARRES181;Reforecasting 2005;;true
2018.3;4342;12743;2020-06-10;0;LPLVARRES181;Reforecasting 2005;;true
2018.3;4342;172663;2021-08-02;0;LPLVARRES181;Reforecasting 2106 - REF2;;true
2018.3;4343;12751;2019-09-30;0;LSIC181;Reforecasting 1909;;true
2018.3;4343;12764;2020-02-12;0;LSIC181;Proroga LSIC gen-21 18 mesi;;true
2018.3;4343;12771;2020-06-10;0;LSIC181;Reforecasting 2005;;true
2018.3;4343;146342;2021-03-25;0;LSIC181;Reforecasting 2103 - REF1;;true
2018.3;4344;12795;2019-10-14;0;LSALL181;Storno scaduti per 2020.1R;;true
2018.3;4344;12795;2019-10-14;0;LXNOI183;Storno scaduti per 2020.1R;;true
2018.3;4344;12815;2020-06-10;0;LSALL181;Reforecasting 2005;;true
2018.3;4344;12815;2020-06-10;0;LXNOI183;Reforecasting 2005;;true
2018.3;4344;129602;2020-11-12;0.8;LSALL181;Reforecasting ott-20;;true
2018.3;4344;129602;2020-11-12;0.8;LXNOI183;Reforecasting ott-20;;true
2018.3;4345;12824;2019-06-18;0;LPLVARAU181;Reforecasting 1905;;true
2018.3;4346;12864;2020-01-20;0;MYENG181;Reforecasting 1912;PROFILO-H24;true
2018.3;4346;146347;2021-03-25;0;MYENG181;Reforecasting 2103 - REF1;PROFILO-H24;true
2018.3;4347;12889;2019-09-30;0;MYENG181;Reforecasting 1909;PROFILO-NIGHT;true
2018.3;4347;12890;2019-09-30;0;MYENG181;Reforecasting 1909;PROFILO-NIGHT;true
2018.3;4347;12902;2020-01-20;0;MYENG181;Reforecasting 1912;PROFILO-NIGHT;true
2018.3;4347;12904;2020-01-20;0;MYENG181;Reforecasting 1912;PROFILO-NIGHT;true
2018.3;4348;12927;2020-01-20;0;MYENG181;Reforecasting 1912;PROFILO-DAY;true
2018.3;4351;12987;2019-09-30;0;SMFXL181;Reforecasting 1909;PROFILO-DAY;true
2018.3;4351;12995;2020-01-20;0;SMFXL181;Reforecasting 1912;PROFILO-DAY;true
2018.3;4352;13021;2020-06-10;0;LKBL183;Reforecasting 2005;;true
2018.3;4352;146351;2021-03-25;0;LKBL183;Reforecasting 2103 - REF1;;true
2018.3;4353;13044;2020-06-10;0;LKPL183;Reforecasting 2005;;true
2018.3;4354;13071;2020-01-20;0;RADL182;Reforecasting 1912;;true
2018.3;4354;172680;2021-08-02;0;RADL182;Reforecasting 2106 - REF2;;true
2018.3;4354;172681;2021-08-02;0;RADL182;Reforecasting 2106 - REF2;;true
2018.3;4355;13095;2020-01-20;0;QFPMI182;Reforecasting 1912;;true
2018.3;4356;13117;2019-09-30;0;QFMIC12;Reforecasting 1909;;true
2018.3;4356;13117;2019-09-30;0;QFMIC181;Reforecasting 1909;;true
2018.3;4356;13128;2020-01-20;0;QFMIC12;Reforecasting 1912;;true
2018.3;4356;13128;2020-01-20;0;QFMIC181;Reforecasting 1912;;true
2018.3;4356;13138;2020-06-10;0;QFMIC12;Reforecasting 2005;;true
2018.3;4356;13138;2020-06-10;0;QFMIC181;Reforecasting 2005;;true
2018.3;4356;146357;2021-03-25;0;QFMIC12;Reforecasting 2103 - REF1;;true
2018.3;4356;146357;2021-03-25;0;QFMIC181;Reforecasting 2103 - REF1;;true
2018.3;4380;13173;2019-06-18;0;LPLFIXAU181;Reforecasting 1905;;true
2018.3;4380;13174;2019-09-30;0;LPLFIXAU181;Reforecasting 1909;;true
2018.3;4380;13182;2020-01-20;0;LPLFIXAU181;Reforecasting 1912;;true
2018.3;4380;13192;2020-06-10;0;LPLFIXAU181;Reforecasting 2005;;true
2018.5S;4434;13257;2019-09-30;0;PUNF12;Reforecasting 1909;;true
2018.5S;4434;13267;2020-01-20;0;PUNF12;Reforecasting 1912;;true
2018.5S;4435;13286;2019-06-18;0;LFIX12;Reforecasting 1905;;true
2018.5S;4435;13287;2019-09-30;0;LFIX12;Reforecasting 1909;;true
2018.5S;4435;13299;2020-01-20;0;LFIX12;Reforecasting 1912;;true
2018.5S;4435;13313;2020-06-10;0;LFIX12;Reforecasting 2005;;true
2018.5S;4437;13343;2020-01-20;0;TCSV;Reforecasting 1912;;true
2018.5S;4437;13344;2020-01-20;0;TCSV;Reforecasting 1912;;true
2018.4;4438;13364;2019-07-02;0;LFAST182;Prehedging 1907;;true
2018.4;4438;13365;2019-09-30;0;LFAST182;Reforecasting 1909;;true
2018.4;4438;13378;2020-03-02;0;LFAST182;Prehedging 2003 - 200302;;true
2018.4;4438;13379;2020-03-11;0;LFAST182;Prehedging 2003 - 200311;;true
2018.4;4438;140565;2021-02-09;0;LFAST182;Storno PH per 2021.3R;;true
2018.4;4438;146359;2021-03-25;0;LFAST182;Reforecasting 2103 - REF1;;true
2018.4;4438;172689;2021-08-02;0;LFAST182;Reforecasting 2106 - REF2;;true
2018.4;4443;13418;2020-01-20;0;LFIX181;Reforecasting 1912;;true
2018.4;4443;13419;2020-01-20;0;LFIX181;Reforecasting 1912;;true
2018.4;4443;13421;2020-03-02;0;LFIX181;Prehedging 2003 - 200302;;true
2018.4;4443;13435;2020-07-08;0;LFIX181;Prehedging 2007;;true
2018.4;4443;192617;2022-02-02;0;LFIX181;storno scaduti per 2022.3R;;true
2018.4;4444;13446;2019-07-02;0;LLINKP182;Prehedging 1907;;true
2018.4;4444;13456;2020-01-20;0;LLINKP182;Reforecasting 1912;;true
2018.4;4444;13459;2020-03-02;0;LLINKP182;Prehedging 2003 - 200302;;true
2018.4;4444;13470;2020-06-10;0.9;LLINKP182;Reforecasting 2005;;true
2018.4;4444;13474;2020-07-08;0;LLINKP182;Prehedging 2007;;true
2018.4;4444;13475;2020-07-08;0;LLINKP182;Prehedging 2007;;true
2018.4;4444;140632;2021-02-09;0;LLINKP182;Storno scaduti per 2021.3R;;true
2018.4;4445;13483;2019-06-18;0;LLINKB182;Reforecasting 1905;;true
2018.4;4445;13487;2019-09-30;0;LLINKB182;Reforecasting 1909;;true
2018.4;4445;13494;2019-10-14;0;LLINKB182;Storno scaduti per 2020.1R;;true
2018.4;4445;13502;2020-01-20;0;LLINKB182;Reforecasting 1912;;true
2018.4;4445;13510;2020-02-10;0;LLINKB182;Storno scaduti per wave 2020.3R;;true
2018.4;4445;13523;2020-07-08;0;LLINKB182;Prehedging 2007;;true
2018.4;4445;172695;2021-08-02;0;LLINKB182;Reforecasting 2106 - REF2;;true
2018.4;4446;13531;2019-06-18;0;LPLFIXRES181;Reforecasting 1905;;true
2018.4;4446;13534;2019-09-30;0;LPLFIXRES181;Reforecasting 1909;;true
2018.4;4447;13565;2020-01-20;0;LSIC184;Reforecasting 1912;;true
2018.4;4447;146365;2021-03-25;0;LSIC184;Reforecasting 2103 - REF1;;true
2018.4;4448;13588;2019-06-18;0;LXNOI184;Reforecasting 1905;;true
2018.4;4448;13601;2020-03-02;0;LXNOI184;Prehedging 2003 - 200302;;true
2018.4;4449;13623;2019-07-02;0;LMOV184;Prehedging 1907;;true
2018.4;4449;13624;2019-07-02;0;LMOV184;Prehedging 1907;;true
2018.4;4449;13640;2020-03-11;0;LMOV184;Prehedging 2003 - 200311;;true
2018.4;4449;13641;2020-03-11;0;LMOV184;Prehedging 2003 - 200311;;true
2018.4;4449;13654;2020-07-08;0;LMOV184;Prehedging 2007;;true
2018.4;4449;13655;2020-07-08;0;LMOV184;Prehedging 2007;;true
2018.4;4450;13665;2019-06-18;0;LCERTV184;Reforecasting 1905;;true
2018.4;4450;13681;2020-03-02;0;LCERTV184;Prehedging 2003 - 200302;;true
2018.4;4450;13682;2020-03-02;0;LCERTV184;Prehedging 2003 - 200302;;true
2018.4;4450;13684;2020-03-11;0;LCERTV184;Prehedging 2003 - 200311;;true
2018.4;4450;13691;2020-06-10;0.9;LCERTV184;Reforecasting 2005;;true
2018.4;4450;13695;2020-07-08;0;LCERTV184;Prehedging 2007;;true
2018.4;4450;172703;2021-08-02;0;LCERTV184;Reforecasting 2106 - REF2;;true
2018.4;4450;192700;2022-02-02;0;LCERTV184;storno scaduti per 2022.3R;;true
